topic,topic_words,tahun,count
182,"hukum, newton, 5e, gerak, cycle",2015-11-26 04:00:00,1
183,"gempa, newton, bumi, 1970, seismisitas",2015-11-26 04:00:00,1
184,"vokasional, kematangan, locus, individual, plan",2015-11-26 04:00:00,2
189,"susceptibility, magnetic, mineral, vaccination, ams",2015-11-26 04:00:00,4
190,"emissions, susceptibility, estimating, magnetic, productivity",2015-11-26 04:00:00,4
193,"wind, multifida, turbine, jatropha, silver",2015-11-26 04:00:00,4
194,"inves, integration, group, improving, critical",2015-11-26 04:00:00,2
196,"piston, tension, instagram, finite, pressure",2015-11-26 04:00:00,1
198,"sbi, bullying, ambon, menyimak, lintas",2015-11-26 04:00:00,3
201,"merpati, putih, heat, pernafasan, latihan",2015-11-26 04:00:00,1
202,"vegetatif, rhizopora, rhizoporaceae, apiculata, anatomi",2015-11-26 04:00:00,4
205,"tuntutan, global, transformasi, al, abad",2015-11-26 04:00:00,6
206,"projects, cash, modelling, flow, construction",2015-11-26 04:00:00,1
207,"asset, meassuring, tas, jabatan, implementation",2015-11-26 04:00:00,5
208,"unipa, effectivenes, pg, inclusion, tik",2015-11-26 04:00:00,3
209,"bendungan, rembesan, geolistrik, pemetaan, selorejo",2015-11-26 04:00:00,1
212,"village, karangrejo, benefit, implications, blitar",2015-11-26 04:00:00,1
213,"tematik, lokal, budaya, ajar, bahan",2015-11-26 04:00:00,1
214,"pamelo, matoa, pisang, nata, penyuluhan",2015-11-26 04:00:00,3
215,"sink, repositioning, qhbm, queen, honey",2015-11-26 04:00:00,1
216,"audio, bee, colony, options, websites",2015-11-26 04:00:00,3
217,"pengobatan, listening, paru, tuberkulosis, tb",2015-11-26 04:00:00,2
219,"gereja, acceptation, alkitabiah, evidentiality, refutation",2015-11-26 04:00:00,3
222,"stres, relaksasi, menurunkan, efektifitas, konseling",2015-11-26 04:00:00,2
223,"dipadu, share, pair, think, partisipasi",2015-11-26 04:00:00,3
224,"rhodamine, core, shell, photocatalytic, degradation",2015-11-26 04:00:00,1
225,"thunderstorm, algorithm, photocatalytic, operation, power",2015-11-26 04:00:00,8
226,"thunderstorm, olah, circles, bcct, ekspresi",2015-11-26 04:00:00,2
231,"distance, suburb, sprawl, suburbanization, western",2015-11-26 04:00:00,4
233,"resilience, hydrophobization, linking, tripoly, tpp",2015-11-26 04:00:00,2
234,"vorteks, defek, tdgl, sisi, pembentukan",2015-11-26 04:00:00,1
235,"keselamatan, laboratorium, kimia, 3d, printed",2015-11-26 04:00:00,1
236,"mangrove, akan, alih, lahan, hutan",2015-11-26 04:00:00,3
238,"trought, kolaborasiproblem, modeldemonstrasi, pjbl, one",2015-11-26 04:00:00,3
239,"optimism, being, psychological, well, pjbl",2015-11-26 04:00:00,1
241,"perlunya, fundamental, gelombang, wave, modelling",2015-11-26 04:00:00,2
242,"coded, writing, efl, gelombang, correction",2015-11-26 04:00:00,4
243,"eksposisi, pintar, elektronik, vii, teks",2015-11-26 04:00:00,1
244,"nonlinearity, dispersion, propagation, fiber, glass",2015-11-26 04:00:00,1
246,"discrimination, antenna, microstrip, triangular, jobseekers",2015-11-26 04:00:00,5
251,"superparamagnetic, absorbing, sub, sonochemical, coprecipitation",2015-11-26 04:00:00,4
252,"bereputasi, publikasi, journals, radar, lulusan",2015-11-26 04:00:00,5
254,"hirsutum, gossypium, microsatellite, markers, cotton",2015-11-26 04:00:00,1
255,"5e, ssi, retensinya, redoks, context",2015-11-26 04:00:00,3
259,"edmodo, salmon, elektronik, olahraga, jasmani",2015-11-26 04:00:00,1
260,"oleiferaagainst, bioactive, moringa, compound, cancer",2015-11-26 04:00:00,1
262,"phycoremediation, articulate, storyline, mini, recovery",2015-11-26 04:00:00,1
263,"explanation, phenomenon, light, junior, scientific",2015-11-26 04:00:00,1
265,"pajak, fiskus, taxation, perpajakan, kos",2015-11-26 04:00:00,2
266,"narasi, rally, coach, gambar, tax",2015-11-26 04:00:00,3
269,"strengths, compressive, graded, concrete, effects",2015-11-26 04:00:00,1
271,"theorems, confined, valued, metric, fixed",2015-11-26 04:00:00,2
272,"eritrosit, vo2maks, kenaikan, jumlah, sel",2015-11-26 04:00:00,1
273,"abdoel, slave, moeis, surapati, colonial",2015-11-26 04:00:00,2
274,"patin, lumus, kinds, wadi, nutrient",2015-11-26 04:00:00,1
278,"moodle, immunodeficiency, acquired, immuno, vct",2015-11-26 04:00:00,1
279,"rna, ns5b, ippi, hcv, polymerase",2015-11-26 04:00:00,1
281,"gerombol, biplot, subur, keikutsertaan, music",2015-11-26 04:00:00,1
282,"compositional, metallic, milling, ti, evolution",2015-11-26 04:00:00,1
284,"pinjam, simpan, mempengaruhinya, koperasi, faktor",2015-11-26 04:00:00,1
285,"bank, bermakna, kontekstual, tbk, tematik",2015-11-26 04:00:00,6
288,"berfikir, memfasilitasi, geogebra, politekni, matematis",2015-11-26 04:00:00,2
289,"presenter, effectively, variants, optimize, geogebra",2015-11-26 04:00:00,1
291,"sts, respirasi, transportasi, cair, tekanan",2015-11-26 04:00:00,1
293,"flash, adope, cs, rancangan, principles",2015-11-26 04:00:00,2
294,"medan, contributions, result, flash, emotional",2015-11-26 04:00:00,1
0,"mathematical, solving, analogical, mathematics, problem",2017-03-15 00:00:00,63
1,"sentential, mathematical, negation, solving, indonesian",2017-03-15 00:00:00,17
2,"inductor, relay, power, inverter, considering",2017-03-15 00:00:00,16
3,"difa, difabel, city, power, tour",2017-03-15 00:00:00,9
4,"tourism, chemistry, kimia, taught, apprenticeship",2017-03-15 00:00:00,20
5,"lingkungan, chemistry, building, ekopedagogi, tinggalku",2017-03-15 00:00:00,10
6,"iron, inf, sands, nanoparticles, environmental",2017-03-15 00:00:00,30
7,"entrepreneurs, entrepreneurial, spirit, cipo, dimesions",2017-03-15 00:00:00,9
9,"cooperation, pandemic, covid, 19, refferal",2017-03-15 00:00:00,7
10,"cognition, boosting, questioning, ethical, biological",2017-03-15 00:00:00,6
11,"biology, rasio, rempah, kacang, susu",2017-03-15 00:00:00,11
12,"customer, brand, marketing, xith, merchandise",2017-03-15 00:00:00,10
13,"reading, membaca, iniasklaidos, asik, illiterate",2017-03-15 00:00:00,15
14,"hiring, mobile, exhibition, reading, mutlak",2017-03-15 00:00:00,9
15,"stresses, attenuation, squat, lompat, musical",2017-03-15 00:00:00,2
16,"islamic, islam, islami, crash, athletes",2017-03-15 00:00:00,17
17,"islamic, guru, sertifikasi, islam, penyusunan",2017-03-15 00:00:00,12
18,"pengasuhan, anak, berkebutuhan, orangtua, koping",2017-03-15 00:00:00,8
19,"kepala, kepemimpinan, sekolah, lomba, misi",2017-03-15 00:00:00,13
20,"kepemimpinan, leadership, employees, kepala, pt",2017-03-15 00:00:00,17
21,"serious, buleleng, games, game, organizational",2017-03-15 00:00:00,12
22,"game, robot, blink, permainan, tracking",2017-03-15 00:00:00,15
23,"augmented, reality, termediasikan, thesaurus, objects",2017-03-15 00:00:00,4
24,"augmented, reality, webquest, assessmen, walk",2017-03-15 00:00:00,8
25,"volleyball, faculty, olahraga, sports, online",2017-03-15 00:00:00,10
26,"character, olahraga, karakter, sports, didik",2017-03-15 00:00:00,14
27,"scrambling, exponent, primitive, small, index",2017-03-15 00:00:00,1
28,"gait, graphs, aktivisme, sahabat, yayasan",2017-03-15 00:00:00,6
29,"surat, makkiyah, argumentasi, qur, arab",2017-03-15 00:00:00,2
30,"spektra, vis, massa, uv, ir",2017-03-15 00:00:00,1
31,"visualization, abilities, geografi, true, geography",2017-03-15 00:00:00,6
32,"perusahaan, geography, geografi, price, modal",2017-03-15 00:00:00,5
33,"accounting, ifrs, convergence, paradigm, textbooks",2017-03-15 00:00:00,3
34,"akuntansi, accounting, hkust, pentanediol, mg2",2017-03-15 00:00:00,10
35,"tools, journal, critical, improve, kritis",2017-03-15 00:00:00,3
36,"jerman, critical, thinking, konversation, melanjutkan",2017-03-15 00:00:00,8
37,"inclusive, perspektive, russia, guideline, special",2017-03-15 00:00:00,7
38,"magnetism, contrasting, cases, conceptual, problems",2017-03-15 00:00:00,1
39,"galesong, melawan, karaeng, voc, perjuangan",2017-03-15 00:00:00,1
40,"inequality, income, wealth, quantiles, 81",2017-03-15 00:00:00,7
41,"twi, contruction, facade, engineering, studentsproblem",2017-03-15 00:00:00,5
42,"jobsheet, archive, automation, flipbook, informatics",2017-03-15 00:00:00,4
43,"problem, outcames, outcome, learning, blended",2017-03-15 00:00:00,10
44,"educative, menyenangkan, edukatif, fun, multimedia",2017-03-15 00:00:00,2
45,"mosfet, acidic, heating, electrolysis, bridge",2017-03-15 00:00:00,2
46,"tingkatkan, buruk, mengatasi, papua, gizi",2017-03-15 00:00:00,1
47,"money, financial, keuangan, civilian, entrepeneur",2017-03-15 00:00:00,10
48,"fluida, fluid, financial, resitasi, dinamis",2017-03-15 00:00:00,4
49,"quran, kronologi, maushul, isim, kahfi",2017-03-15 00:00:00,2
50,"studentslearning, throug, division, make, bergambar",2017-03-15 00:00:00,2
51,"41, mgo, heterogeneous, transesterification, catalyst",2017-03-15 00:00:00,4
52,"illiteracy, means, modelled, vector, oil",2017-03-15 00:00:00,7
53,"coastal, sendang, bcr, sequential, mn",2017-03-15 00:00:00,7
54,"ubiquitous, benders, cut, optimisation, publish",2017-03-15 00:00:00,5
55,"tunarungu, hihaiyah, jaws, breaking, pencernaan",2017-03-15 00:00:00,7
56,"smash, dribble, passing, pantai, drill",2017-03-15 00:00:00,2
57,"encyclopedia, science, candidates, three, levels",2017-03-15 00:00:00,2
58,"english, demotivating, measured, lover, acquiring",2017-03-15 00:00:00,6
59,"pulsed, globulosa, fimbristylis, mendong, extraction",2017-03-15 00:00:00,1
60,"combustion, microalgae, decomposition, spirulina, platensis",2017-03-15 00:00:00,4
61,"tumblr, essays, dominant, argumentative, passive",2017-03-15 00:00:00,2
62,"sulistyorini, iceeie, aulanniam, aripriharta, sunaryono",2017-03-15 00:00:00,5
63,"societys, restaurants, dishes, srfg, malangese",2017-03-15 00:00:00,3
64,"modeliavimo, vedimo, 2032, hidrologinio, sulaikymo",2017-03-15 00:00:00,2
65,"actors, furniture, pasuruan, capacity, empowerment",2017-03-15 00:00:00,1
66,"zno, nanorods, piezoelectric, foils, nanogenerator",2017-03-15 00:00:00,9
67,"mandarin, zno, nanorods, bahasa, xingwen",2017-03-15 00:00:00,4
68,"mikrobiologi, pertanian, industri, mandarin, bahasa",2017-03-15 00:00:00,1
69,"kelud, prone, preparedness, eruption, hazard",2017-03-15 00:00:00,1
70,"disaster, demonstrates, fas, testicular, death",2017-03-15 00:00:00,2
71,"userimage, theeffectsofcorporateimage, suzukimotorcycle, andproductimage, towardspurchasinginterestof",2017-03-15 00:00:00,3
73,"hutan, kanayatn, paglak, kesembuhan, mempawah",2017-03-15 00:00:00,3
74,"communicativeness, utterance, autistic, dukungan, spectrum",2017-03-15 00:00:00,2
75,"perasan, antifungi, polyanthum, candida, albicans",2017-03-15 00:00:00,3
76,"religious, parsons, tematic, tangen, talcott",2017-03-15 00:00:00,4
77,"masjkur, perjuangan, berkarya, kh, keprofesian",2017-03-15 00:00:00,4
78,"tebuireng, unhasy, whistleblowing, jombang, fraud",2017-03-15 00:00:00,1
79,"library, hyperlinked, perpustakaan, menerapkan, kantor",2017-03-15 00:00:00,3
81,"bansho, facilitative, kreativitas, outbound, kerjasama",2017-03-15 00:00:00,3
83,"kidal, relief, batik, temples, motifs",2017-03-15 00:00:00,3
84,"batik, rolling, a36, hot, welding",2017-03-15 00:00:00,5
85,"lakes, vertical, bacteria, distribution, various",2017-03-15 00:00:00,1
86,"impregnated, alumina, ionomer, characteristic, hydrocracking",2017-03-15 00:00:00,6
87,"urgency, disruption, literacy, digital, blended",2017-03-15 00:00:00,2
88,"faktor, mengikuti, digital, motivasi, sooko",2017-03-15 00:00:00,7
89,"singasari, akun, subscribe, publish, consultation",2017-03-15 00:00:00,4
90,"feodalisme, social, media, sosial, twitter",2017-03-15 00:00:00,1
91,"pungency, caryophyllales, nyctaginaceae, pepper, tritrophic",2017-03-15 00:00:00,6
92,"interpretation, equations, kinematics, position, function",2017-03-15 00:00:00,1
93,"artistik, kriya, persimpangan, berkepribadian, persimapngan",2017-03-15 00:00:00,3
94,"tmah, saxs, hierarchical, ferrogels, contributions",2017-03-15 00:00:00,4
95,"coastal, revenues, sub, ferrofluids, antibacterial",2017-03-15 00:00:00,5
96,"asrikaton, avi, menarche, menstruasi, cervical",2017-03-15 00:00:00,2
97,"massless, fermion, quantum, engine, relativistic",2017-03-15 00:00:00,5
98,"bpr, pembiayaan, pencapaian, banking, operasi",2017-03-15 00:00:00,2
99,"multimedia, interaktif, tematik, pengurangan, negeriku",2017-03-15 00:00:00,4
100,"multimedia, interaktif, partai, hak, demokrasi",2017-03-15 00:00:00,6
101,"facilities, opportunity, multinational, mnc, pbj",2017-03-15 00:00:00,7
102,"fuzzy, suitable, major, tsukamoto, neuro",2017-03-15 00:00:00,3
103,"ekonomi, belanja, preferensi, fuzzy, angkatan",2017-03-15 00:00:00,3
104,"lele, sangkuriang, pembersih, tofu, economics",2017-03-15 00:00:00,2
105,"husna, reform, moral, asma, ethic",2017-03-15 00:00:00,3
106,"counselor, counseling, moral, focused, talk",2017-03-15 00:00:00,3
107,"counseling, casting, counselor, multistage, si",2017-03-15 00:00:00,7
108,"skin, wall, double, fasade, convenience",2017-03-15 00:00:00,3
109,"unfamiliar, representing, thermodynamics, diagram, temperature",2017-03-15 00:00:00,3
110,"composed, sintered, aggregate, lightweight, fly",2017-03-15 00:00:00,1
111,"farmer, ash, mugi, farmers, rahayu",2017-03-15 00:00:00,5
112,"bioprospecting, plantas, bioprospecci, parque, nacional",2017-03-15 00:00:00,2
114,"rawat, inap, sakit, pasien, equity",2017-03-15 00:00:00,1
115,"theoretical, sensitized, sensitizer, dye, solvents",2017-03-15 00:00:00,2
116,"sensitized, dye, solar, ameliorative, sperm",2017-03-15 00:00:00,4
117,"tambora, hukaea, lantari, ooli, laeya",2017-03-15 00:00:00,3
118,"rope, mendong, twisting, axially, plaited",2017-03-15 00:00:00,2
120,"blended, memilih, senam, guna, tarik",2017-03-15 00:00:00,3
121,"sno2, blended, carotene, ag, gap",2017-03-15 00:00:00,5
123,"ph, nanoparticle, condition, photocatalytic, various",2017-03-15 00:00:00,3
124,"transparency, peroxide, bacterial, treatment, cellulose",2017-03-15 00:00:00,1
125,"road, pci, roads, note, priority",2017-03-15 00:00:00,1
126,"sosialisasi, waste, cycle, road, pakisaj",2017-03-15 00:00:00,6
127,"berbantuan, dibandingkan, cetak, pemrograman, flipbook",2017-03-15 00:00:00,1
128,"nanoclay, starch, biocomposites, extrusion, biocomposite",2017-03-15 00:00:00,2
129,"pendewasaan, catur, fenomenologi, perkawinan, suku",2017-03-15 00:00:00,1
131,"antibakteri, etanol, bakteri, pandemi, bandotan",2017-03-15 00:00:00,3
132,"cplp, comcorels, physics, lesson, creating",2017-03-15 00:00:00,1
134,"cantilever, deflection, inference, beam, prediction",2017-03-15 00:00:00,1
136,"clarification, comprehension, value, inquiry, tolerance",2017-03-15 00:00:00,3
137,"biotechnology, agricultural, comparison, stem, achievement",2017-03-15 00:00:00,2
138,"kendalkerep, stepwise, inti, who, risiko",2017-03-15 00:00:00,1
139,"koperasi, anggota, pelayanan, kepuasan, kualitas",2017-03-15 00:00:00,1
140,"merokok, faktor, warnings, pemungkin, predisposisi",2017-03-15 00:00:00,3
141,"viola, jones, emotion, recognition, fisher",2017-03-15 00:00:00,2
142,"nvidia, digits, logo, halal, classification",2017-03-15 00:00:00,1
143,"unive, g4, halal, prototype, consumption",2017-03-15 00:00:00,1
144,"pilihan, ganda, wawancara, penerapannnya, tes",2017-03-15 00:00:00,2
147,"furnace, hc, biofuel, mnfe2o4, exhaust",2017-03-15 00:00:00,2
148,"konsumtif, modernitas, individu, ekonomi, hidup",2017-03-15 00:00:00,1
149,"hyperlipidemia, tropical, fat, diet, potency",2017-03-15 00:00:00,1
150,"agresivitas, relevansinya, pertambangan, bei, laba",2017-03-15 00:00:00,1
152,"experimental, aerodynamics, caco3, calcium, fluid",2017-03-15 00:00:00,3
155,"getah, kaca, pinus, serbuk, modifikasi",2017-03-15 00:00:00,1
156,"asphalt, biak, merjosari, berkembang, makhluk",2017-03-15 00:00:00,2
157,"video, bcct, interpersonal, kindergarten, disability",2017-03-15 00:00:00,6
158,"kpl, lapangan, plan, praktik, pola",2017-03-15 00:00:00,2
159,"polymer, quasisolid, organosiloxane, gels, stable",2017-03-15 00:00:00,1
160,"penguatan, kepala, kualitas, kompetensi, meningkatkan",2017-03-15 00:00:00,1
161,"penulisan, atensi, ilmiah, supervision, keprofesian",2017-03-15 00:00:00,2
162,"notasi, saraf, perceptron, tiruan, pengenalan",2017-03-15 00:00:00,1
163,"metakognitif, foto, angkatan, 2016, project",2017-03-15 00:00:00,2
164,"multistructural, ptlsv, scaffolding, pythagoras, menyelesaikan",2017-03-15 00:00:00,2
165,"scaffolding, comprehending, fractional, six, concept",2017-03-15 00:00:00,10
166,"kurtosis, actual, neural, periods, artificial",2017-03-15 00:00:00,2
167,"story, literacies, maps, texts, narrative",2017-03-15 00:00:00,2
169,"order, tournament, kewarganegaraan, teams, penyusunan",2017-03-15 00:00:00,2
170,"milenial, transformasi, generasi, order, belajar",2017-03-15 00:00:00,1
171,"tca, obligate, hinder, degraders, life",2017-03-15 00:00:00,1
173,"setingkat, soshum, pedagogical, ls, pck",2017-03-15 00:00:00,2
175,"ceramic, figurative, bersumber, landslide, themed",2017-03-15 00:00:00,3
177,"macroprudential, banking, sector, policy, glasses",2017-03-15 00:00:00,1
179,"vlpum, programming, competition, laboratory, um",2017-03-15 00:00:00,1
180,"pathological, nodal, symbolic, element, enhanced",2017-03-15 00:00:00,1
181,"luka, rattus, filsafat, pluchea, uterus",2017-03-15 00:00:00,4
182,"newton, hukum, demonstration, argumentasi, kesulitan",2017-03-15 00:00:00,3
183,"newton, 47, meramex, iwst, august",2017-03-15 00:00:00,1
184,"learner, strengthening, concept, design, self",2017-03-15 00:00:00,1
186,"perovskite, nanorods, cells, morphology, electrical",2017-03-15 00:00:00,1
189,"lithogenic, shown, limboto, ree, geochemistry",2017-03-15 00:00:00,1
193,"silver, wind, turbine, electroconductivity, nanoparticle",2017-03-15 00:00:00,4
194,"dapat, apakah, authentic, problem, silver",2017-03-15 00:00:00,2
196,"instagram, pistons, finite, rods, connecting",2017-03-15 00:00:00,3
197,"preventif, mengelola, emosi, bullying, pertama",2017-03-15 00:00:00,1
198,"berliterasi, diskusi, berbicara, perilaku, bullying",2017-03-15 00:00:00,1
199,"allicin, boiled, reverse, papua, bulb",2017-03-15 00:00:00,2
201,"heat, ketinggian, assertiveness, exchanger, cepat",2017-03-15 00:00:00,2
203,"mataram, disposition, ikip, prospective, science",2017-03-15 00:00:00,1
204,"wa, ta, science, diluha, aliyatuha",2017-03-15 00:00:00,1
207,"jenjang, standards, administrasi, tenaga, kebutuhan",2017-03-15 00:00:00,2
208,"equality, contributing, participation, learners, toward",2017-03-15 00:00:00,1
210,"nanostructure, microwave, particles, absorption, symmetry",2017-03-15 00:00:00,2
213,"boti, lokal, oefau, suplement, berupa",2017-03-15 00:00:00,3
216,"emergent, viewing, extensive, fostering, listening",2017-03-15 00:00:00,1
217,"pneumonia, dinoyo, listening, balita, kejadian",2017-03-15 00:00:00,1
218,"tcp, zirconia, eggshell, hardness, conductivity",2017-03-15 00:00:00,3
222,"pharmaceutical, prevalence, medical, stress, academic",2017-03-15 00:00:00,1
223,"share, pair, think, stres, pengaruh",2017-03-15 00:00:00,2
225,"thunderstorm, charge, scheduled, cloud, photocatalytic",2017-03-15 00:00:00,4
226,"thunderstorm, kindergartens, early, dance, childhood",2017-03-15 00:00:00,4
229,"toddler, anthropometry, calculation, nutrition, dengue",2017-03-15 00:00:00,2
233,"glutaraldehyde, crosslink, stabilization, nanofiber, resilience",2017-03-15 00:00:00,3
237,"causes, unemployment, priority, graduate, relevance",2017-03-15 00:00:00,2
239,"istimewa, cerdas, kesejahteraan, pjbl, psikologis",2017-03-15 00:00:00,2
241,"lc, gelombang, tema, 5e, penguasaan",2017-03-15 00:00:00,1
243,"book, interaktif, writing, efl, indonesian",2017-03-15 00:00:00,1
246,"tka, pembatasan, pertambangan, asing, tenaga",2017-03-15 00:00:00,1
248,"watershed, amprong, kedungkandang, rainfall, modelling",2017-03-15 00:00:00,1
249,"exclusive, banjarmasin, mother, breastfeeding, associated",2017-03-15 00:00:00,1
252,"dematel, ojs, eligibility, articles, determining",2017-03-15 00:00:00,2
253,"highland, lowland, herbs, fire, biomass",2017-03-15 00:00:00,1
254,"involved, biosynthesis, starch, padi, gbssi",2017-03-15 00:00:00,5
256,"concentrated, inhibitive, 304ss, hcl, psidium",2017-03-15 00:00:00,1
258,"salmon, optimal, tracking, migration, wheeling",2017-03-15 00:00:00,7
260,"cytotoxic, irradiation, uv, breast, vitro",2017-03-15 00:00:00,1
262,"articulate, storyline, penjernih, pinneapple, essence",2017-03-15 00:00:00,2
263,"optik, skkni, teoritis, dudi, organik",2017-03-15 00:00:00,3
264,"prinsipal, political, pressure, organizational, change",2017-03-15 00:00:00,1
266,"picture, takwa, bogor, fabel, insan",2017-03-15 00:00:00,1
268,"kubah, dekorasi, hidayah, ornamen, masjid",2017-03-15 00:00:00,1
269,"rele, cibatu, gecobridge, gardu, induk",2017-03-15 00:00:00,2
270,"pernapasan, karangan, semester, trenggalek, manusia",2017-03-15 00:00:00,1
271,"uniqueness, valued, completion, metric, spaces",2017-03-15 00:00:00,1
272,"erythrocyte, oxidative, continuous, enzyme, spaces",2017-03-15 00:00:00,1
275,"c4, classifiers, capabilities, dataset, naive",2017-03-15 00:00:00,2
276,"wartawan, journalists, jurnalisme, jurnalistik, otonomi",2017-03-15 00:00:00,2
282,"ti6al4v, implants, knee, made, miniplate",2017-03-15 00:00:00,3
285,"terpadu, tema, tematik, bank, fisik",2017-03-15 00:00:00,2
286,"exteriorize, funds, accountability, village, tutorial",2017-03-15 00:00:00,2
288,"spasial, kecerdasan, kemandirian, gambar, visual",2017-03-15 00:00:00,1
289,"expressionless, kills, my, me, geogebra",2017-03-15 00:00:00,1
291,"proyeksi, arsitektur, animasi, kuliah, komunikasi",2017-03-15 00:00:00,1
295,"plga, eluting, drug, release, scaffolds",2017-03-15 00:00:00,1
296,"seksual, proteksi, my, guide, kekerasan",2017-03-15 00:00:00,1
0,"mathematical, mathematics, solving, problems, problem",2018-07-02 20:00:00,109
1,"mathematical, solving, mathematics, indonesian, problems",2018-07-02 20:00:00,21
2,"power, grid, captive, methode, transmission",2018-07-02 20:00:00,30
3,"tourism, power, sabung, hotel, mitigation",2018-07-02 20:00:00,20
4,"chemistry, tourism, chemical, laboratorium, forces",2018-07-02 20:00:00,12
5,"earthcomm, environmental, worldview, chemistry, lingkungan",2018-07-02 20:00:00,15
6,"inf, environmental, magnetic, ferrofluids, fe3",2018-07-02 20:00:00,27
7,"entrepreneurship, entrepreneurial, inf, magnetic, weakness",2018-07-02 20:00:00,22
9,"industrial, pandemic, covid, 19, vocational",2018-07-02 20:00:00,27
10,"biology, vocational, biologi, skills, outcome",2018-07-02 20:00:00,18
11,"biology, drinks, carica, papaya, leaves",2018-07-02 20:00:00,14
12,"troso, consumer, loyalty, familiarity, commerce",2018-07-02 20:00:00,15
13,"instructor, reading, bbq, enhances, 39",2018-07-02 20:00:00,12
14,"mobile, reading, android, app, fsa",2018-07-02 20:00:00,12
15,"maksimal, android, nutritional, vo2max, mobile",2018-07-02 20:00:00,7
16,"islamic, boarding, islam, kemuhammadiyahan, watan",2018-07-02 20:00:00,13
17,"continuous, tenable, teachersvoices, underst, continuing",2018-07-02 20:00:00,7
18,"keluarga, tk, selektif, hayat, mutisme",2018-07-02 20:00:00,8
19,"kepemimpinan, leadership, kepala, visioner, parenting",2018-07-02 20:00:00,20
20,"commitment, employee, leadership, kepemimpinan, organizational",2018-07-02 20:00:00,7
21,"game, parikan, paribasan, modification, kar",2018-07-02 20:00:00,9
22,"robot, game, object, omnidirectional, robotic",2018-07-02 20:00:00,13
23,"augmented, reality, grinding, forms, robot",2018-07-02 20:00:00,9
24,"augmented, reality, online, massive, analytics",2018-07-02 20:00:00,11
25,"olahraga, jasmani, kesehatan, online, sulistiyorini",2018-07-02 20:00:00,8
26,"karakter, penguatan, pendidikan, olahraga, pembinaan",2018-07-02 20:00:00,11
27,"unicyclic, magic, graph, labeling, ramsey",2018-07-02 20:00:00,5
28,"graphs, stereotypes, sendiri, outlook, graph",2018-07-02 20:00:00,9
29,"arab, tasyriyyah, gender, bahasa, women",2018-07-02 20:00:00,8
31,"geography, spatial, imindmap, earthcomm, gis",2018-07-02 20:00:00,6
32,"geography, meramalkan, penutupan, stochastic, geografi",2018-07-02 20:00:00,7
33,"akuntansi, accounting, late, pencatatan, concerns",2018-07-02 20:00:00,8
34,"akuntansi, accounting, oligomerization, benzene, carrageenan",2018-07-02 20:00:00,11
35,"critical, ricosre, quantive, abilities, thinking",2018-07-02 20:00:00,9
36,"critical, der, thinking, die, von",2018-07-02 20:00:00,10
37,"gradual, inclusive, counsellors, jerman, eastern",2018-07-02 20:00:00,6
38,"tandur, objectives, koherensi, pembagian, ease",2018-07-02 20:00:00,4
39,"fisika, autarkeia, history, physics, jenggawah",2018-07-02 20:00:00,9
40,"wealth, net, inequality, rental, dagum",2018-07-02 20:00:00,5
41,"most, mechanical, important, engineering, project",2018-07-02 20:00:00,6
42,"makerspace, filing, constructivist, disruptive, edmodo",2018-07-02 20:00:00,6
43,"asses, supplemented, empower, pbl, explain",2018-07-02 20:00:00,4
44,"edupoint, broadcasting, promotion, problem, kanak",2018-07-02 20:00:00,9
45,"cacl2, electrofreezing, nucleation, 6h2o, supercooling",2018-07-02 20:00:00,6
46,"kesehatan, germas, ragaencourage, bta, premi",2018-07-02 20:00:00,5
47,"semiology, barthesian, financial, myth, finansial",2018-07-02 20:00:00,3
48,"fluida, statis, supplemented, penguasaan, financial",2018-07-02 20:00:00,4
49,"islam, barat, formal, profetik, evolusi",2018-07-02 20:00:00,4
50,"jigsaw, cocoper, remad, focus, discussion",2018-07-02 20:00:00,4
51,"crude, heterogeneous, cao, palm, biodiesel",2018-07-02 20:00:00,1
52,"classification, oil, means, clustering, nearest",2018-07-02 20:00:00,14
53,"gulf, prigi, isotopes, means, anthropogenic",2018-07-02 20:00:00,8
54,"sequential, surrogate, evolutionary, vnd, lqi",2018-07-02 20:00:00,6
55,"hearing, qur, fluency, impairments, accelerating",2018-07-02 20:00:00,7
56,"drill, softball, peningkkatan, kedeng, sepaktakraw",2018-07-02 20:00:00,2
57,"solubility, prior, practicum, survey, experience",2018-07-02 20:00:00,3
58,"clil, predictors, lower, inggris, vocabulary",2018-07-02 20:00:00,3
59,"english, tensile, polyester, resin, mercerization",2018-07-02 20:00:00,7
60,"thermogravimetric, spirulina, platensis, mgco3, marine",2018-07-02 20:00:00,2
61,"writing, confronting, subtext, pagerank, blog",2018-07-02 20:00:00,4
62,"pergelaran, pelaut, benua, kehebatan, writing",2018-07-02 20:00:00,4
63,"makanan, dago, masakan, malioboro, haccp",2018-07-02 20:00:00,4
64,"drainage, dobo, aru, steady, islands",2018-07-02 20:00:00,9
65,"ebl, berbudaya, technopreneur, ready, has",2018-07-02 20:00:00,5
66,"cass, biofoam, grown, substrate, photoelectrochemical",2018-07-02 20:00:00,2
67,"youxi, shenghuo, mandarin, jendela, hsk",2018-07-02 20:00:00,2
68,"mandarin, chanos, scales, collagen, milky",2018-07-02 20:00:00,7
69,"disaster, taxonomy, textbook, evaluating, questions",2018-07-02 20:00:00,5
70,"disaster, inflammatory, trail, betel, rheumatoid",2018-07-02 20:00:00,7
