topic,topic_words,tahun,count
195,"instagram, critical, freshmen, durenan, mengoptimalkan",2019-10-20 16:00:00,4
196,"instagram, failure, rod, connecting, finite",2019-10-20 16:00:00,5
197,"bullying, finite, element, failure, mencegah",2019-10-20 16:00:00,8
198,"bullying, speaking, australasian, parliamentary, fluency",2019-10-20 16:00:00,5
199,"bulb, sativum, allium, inhibit, speaking",2019-10-20 16:00:00,3
200,"heat, exchanger, nanofluid, transfer, flowrate",2019-10-20 16:00:00,2
201,"heat, exchanger, nanofluid, transfer, tube",2019-10-20 16:00:00,12
202,"phylogenetic, varingifolium, margaritacea, manggabai, oratorius",2019-10-20 16:00:00,6
203,"science, socio, issues, scientific, survey",2019-10-20 16:00:00,11
204,"science, al, socio, issues, survey",2019-10-20 16:00:00,13
205,"al, pendidikan, tinjauan, meneropong, pembiayaannya",2019-10-20 16:00:00,6
206,"proyek, pendidikan, konstruksi, tuntutan, pekerjaan",2019-10-20 16:00:00,12
207,"administrasi, scorecards, tas, accelerate, reviewed",2019-10-20 16:00:00,5
208,"inklusi, landasan, sekolah, administrasi, manajemen",2019-10-20 16:00:00,10
209,"inklusi, georadar, dam, geolistrik, dipole",2019-10-20 16:00:00,4
210,"nanolayers, hexaferrite, barium, microwave, absorption",2019-10-20 16:00:00,1
211,"soybean, microwave, lines, absorption, characters",2019-10-20 16:00:00,6
212,"soybean, lines, desa, informasi, gondosuli",2019-10-20 16:00:00,11
213,"jejak, budaya, suberdaya, dachl, jendela",2019-10-20 16:00:00,6
214,"buah, pisang, lokal, keprok, gunting",2019-10-20 16:00:00,10
215,"colony, bee, artificial, sizing, svc",2019-10-20 16:00:00,3
216,"bee, listening, clil, colony, audio",2019-10-20 16:00:00,5
217,"listening, tuberkulosis, kejadian, puskesmas, pneumonia",2019-10-20 16:00:00,6
218,"reduced, graphene, pneumonia, polyaniline, conductivity",2019-10-20 16:00:00,5
219,"graphene, semakin, conductivity, tcp, reduced",2019-10-20 16:00:00,6
220,"cr2o3and, ni2, anode, potassium, battery",2019-10-20 16:00:00,1
221,"virtual, lithium, reality, ion, batteries",2019-10-20 16:00:00,6
222,"stress, virtual, coping, reality, berfokus",2019-10-20 16:00:00,4
223,"share, pair, think, stres, berwawancara",2019-10-20 16:00:00,4
224,"share, pair, think, photodegradation, fe3o4",2019-10-20 16:00:00,8
226,"thunderstorm, dance, tari, pucangan, instruksional",2019-10-20 16:00:00,4
227,"opinion, competence, storytelling, pop, personal",2019-10-20 16:00:00,2
228,"dengue, literacy, critical, ns5, media",2019-10-20 16:00:00,8
229,"dengue, child, fever, mother, nutrition",2019-10-20 16:00:00,5
230,"distance, child, stunting, anthropometry, displacement",2019-10-20 16:00:00,9
231,"distance, setempat, dinamika, adanya, desktop",2019-10-20 16:00:00,8
232,"resilience, academic, scale, sprawl, suburb",2019-10-20 16:00:00,10
233,"resilience, membranes, pewarna, polietylene, tripolyphosphate",2019-10-20 16:00:00,3
234,"photogrammetry, reconstruction, 3d, surface, application",2019-10-20 16:00:00,1
235,"3d, printed, part, keselamatan, kerja",2019-10-20 16:00:00,11
236,"mangrove, cengkrong, keselamatan, hutan, sovenir",2019-10-20 16:00:00,5
237,"mangrove, lulusan, entering, conformity, majors",2019-10-20 16:00:00,7
238,"pjbl, stem, project, vocational, wbl",2019-10-20 16:00:00,7
239,"pjbl, rantau, olahragawan, project, being",2019-10-20 16:00:00,5
240,"being, well, caregivers, patients, vascular",2019-10-20 16:00:00,5
241,"gelombang, isomorfik, dementia, butir, patients",2019-10-20 16:00:00,6
242,"grammarly, cohorts, srw, awe, expository",2019-10-20 16:00:00,2
243,"writing, elektronis, efl, sumber, indonesian",2019-10-20 16:00:00,8
245,"sensor, cp, triangular, bragg, sar",2019-10-20 16:00:00,5
246,"freeport, antenna, amount, remittance, worker",2019-10-20 16:00:00,2
247,"epiphytic, ferns, soerjo, host, migran",2019-10-20 16:00:00,3
248,"erosivity, rainfall, bengkulu, watershed, temporal",2019-10-20 16:00:00,3
249,"breastfeeding, exclusive, rainfall, watershed, brantas",2019-10-20 16:00:00,7
250,"breastfeeding, exclusive, ingat, fenotipik, reka",2019-10-20 16:00:00,5
251,"radar, nanocomposites, sand, pani, absorption",2019-10-20 16:00:00,3
252,"radar, absorbing, halaqoh, publika, mpi",2019-10-20 16:00:00,4
253,"collembola, land, forest, unburn, burnt",2019-10-20 16:00:00,4
254,"rice, gene, varieties, oryza, land",2019-10-20 16:00:00,8
255,"5e, redox, rice, laju, gene",2019-10-20 16:00:00,10
256,"5e, spray, steel, stainless, coating",2019-10-20 16:00:00,3
257,"fpb, funmath, matematika, kpk, microblogging",2019-10-20 16:00:00,4
259,"salmon, tracking, multimedia, artificial, adherencing",2019-10-20 16:00:00,6
260,"oleifera, fibrogenesis, attenuate, moringa, powder",2019-10-20 16:00:00,3
261,"articulate, storyline, aplikasi, perangkat, lempar",2019-10-20 16:00:00,9
262,"articulate, storyline, organik, tangga, sampah",2019-10-20 16:00:00,9
263,"optik, cahaya, organik, alat, tangga",2019-10-20 16:00:00,6
264,"roof, optik, tular, gethok, principals",2019-10-20 16:00:00,6
265,"pajak, wpop, penggelapan, realisasi, wajib",2019-10-20 16:00:00,2
266,"picture, narrative, series, text, speaking",2019-10-20 16:00:00,1
267,"larva, strains, adult, melanogaster, drosophila",2019-10-20 16:00:00,1
268,"drosophila, melanogaster, lead, strains, climbing",2019-10-20 16:00:00,7
269,"beton, balok, lentur, gradasi, serat",2019-10-20 16:00:00,7
270,"beton, pirposal, excretory, balok, lentur",2019-10-20 16:00:00,9
271,"compactness, completeness, fourier, metric, spaces",2019-10-20 16:00:00,2
272,"fragility, osmotic, erythrocyte, amount, mda",2019-10-20 16:00:00,1
273,"gemeente, 1947, bupati, kawedanan, pemberlakukan",2019-10-20 16:00:00,3
274,"curry, chicken, soup, bowl, meatball",2019-10-20 16:00:00,2
275,"intelligence, artificial, smart, intelligent, courses",2019-10-20 16:00:00,3
276,"newspaper, intelligence, artificial, journalism, jurnalistik",2019-10-20 16:00:00,7
277,"moodle, subjects, mkdk, learn, newspaper",2019-10-20 16:00:00,8
278,"moodle, subjects, aids, hiv, epidemi",2019-10-20 16:00:00,7
279,"barr, epstein, dehydroevodiamine, virus, protease",2019-10-20 16:00:00,1
280,"musik, musikal, molecular, banjari, beats",2019-10-20 16:00:00,5
281,"music, spends, expenditures, ageing, coronary",2019-10-20 16:00:00,3
282,"burr, hip, comparation, ti6al4v, quenching",2019-10-20 16:00:00,3
283,"inclination, radiation, collector, plate, flat",2019-10-20 16:00:00,1
284,"bank, tbk, photovoltaic, collector, thermal",2019-10-20 16:00:00,9
285,"facilitate, seamless, formal, informal, bank",2019-10-20 16:00:00,1
286,"tematik, village, dasar, bermakna, kontekstual",2019-10-20 16:00:00,6
287,"scaffold, porosity, nanofiber, village, cs",2019-10-20 16:00:00,5
288,"geogebra, nvivo, inteligent, triangulasi, nanofiber",2019-10-20 16:00:00,4
289,"german, geogebra, welcoming, language, policy",2019-10-20 16:00:00,6
290,"german, green, intan, lifestyl, repurchase",2019-10-20 16:00:00,4
291,"green, 2d, animation, camlearn, respirasi",2019-10-20 16:00:00,5
292,"madrasah, animation, aliyah, antikorupsi, attaraqqie",2019-10-20 16:00:00,8
293,"flash, flashdengan, madrasah, cs6, macromedia",2019-10-20 16:00:00,3
294,"marah, emotional, flash, mengelola, emosi",2019-10-20 16:00:00,2
295,"implant, dental, eggshell, chicken, hydroxyapatite",2019-10-20 16:00:00,1
296,"abuse, sexual, protection, redayaku, related",2019-10-20 16:00:00,3
0,"problems, mathematics, menyelesaikan, matematika, solving",2021-02-06 12:00:00,40
1,"call, problems, mathematical, solving, mathematics",2021-02-06 12:00:00,17
2,"power, indonesian, photovoltaic, circuit, bahasa",2021-02-06 12:00:00,27
3,"tourism, power, ecotourism, regency, cave",2021-02-06 12:00:00,39
4,"chemistry, tourism, conceptos, pictorial, de",2021-02-06 12:00:00,12
5,"environmental, chemistry, conservation, theme, science",2021-02-06 12:00:00,20
6,"abi2ta2o9aurivillius, annealed, co3o4, stirring, auto",2021-02-06 12:00:00,4
7,"entrepreneurship, entrepreneurial, mediating, linkage, inf",2021-02-06 12:00:00,14
8,"entrepreneurial, pandemic, entrepreneurship, 19, covid",2021-02-06 12:00:00,42
9,"pandemic, cipp, covid, 19, vocational",2021-02-06 12:00:00,13
10,"biology, giresimco, tutoring, scaffold, revealing",2021-02-06 12:00:00,6
11,"biology, flour, noodles, proximate, glycosylation",2021-02-06 12:00:00,6
12,"brand, marketing, penjualan, purchase, umkm",2021-02-06 12:00:00,13
13,"reading, baca, literasi, membaca, proficiency",2021-02-06 12:00:00,17
14,"reading, android, mobile, 7e, colligative",2021-02-06 12:00:00,18
15,"android, mobile, athletes, pasi, instrumental",2021-02-06 12:00:00,20
16,"islamic, muslim, athletes, values, shihab",2021-02-06 12:00:00,12
17,"beginners, penjas, pigp, efisien, pamong",2021-02-06 12:00:00,3
18,"ngijo, ibuku, parent, toga, mothers",2021-02-06 12:00:00,9
19,"kepemimpinan, kepala, leadership, officer, principal",2021-02-06 12:00:00,9
20,"leadership, kepemimpinan, organizational, kepala, job",2021-02-06 12:00:00,15
21,"game, remo, tingkatkebugaran, wordwall, protracted",2021-02-06 12:00:00,11
22,"slam, robot, game, qibla, prayer",2021-02-06 12:00:00,6
23,"augmented, reality, robot, bangun, chinese",2021-02-06 12:00:00,17
24,"augmented, reality, online, mining, anxieties",2021-02-06 12:00:00,12
25,"sports, physical, online, publication, timeline",2021-02-06 12:00:00,20
26,"character, lost, inte, found, cultivation",2021-02-06 12:00:00,6
27,"odd, labeling, snake, graphs, amalgamation",2021-02-06 12:00:00,15
28,"graphs, gender, zahrana, habiburrahman, join",2021-02-06 12:00:00,5
29,"arabic, arab, actfl, gender, women",2021-02-06 12:00:00,12
30,"nitrile, arabic, arab, phenylpropenoids, isomerization",2021-02-06 12:00:00,6
31,"geography, geografi, complex, silver, spatial",2021-02-06 12:00:00,11
32,"firm, geography, geografi, stock, spatial",2021-02-06 12:00:00,12
33,"screencast, akuntansi, presentasi, sma, dasar",2021-02-06 12:00:00,2
34,"akuntansi, accounting, hydrogenation, furfuryl, furfural",2021-02-06 12:00:00,7
35,"numeration, critical, disposition, mastering, mipa",2021-02-06 12:00:00,4
36,"german, critical, jerman, cefr, thinking",2021-02-06 12:00:00,9
37,"inclusive, special, kyai, gaps, jerman",2021-02-06 12:00:00,5
38,"fisika, lanjut, kuantitatif, experiment, physics",2021-02-06 12:00:00,3
39,"ham, fisika, lalu, physics, political",2021-02-06 12:00:00,8
40,"ketimpangan, pendapatan, household, regression, regional",2021-02-06 12:00:00,5
41,"masonry, 030014, 2489, 2022, 0095253",2021-02-06 12:00:00,4
42,"jitsi, lca, bangunan, usefulness, mekatronika",2021-02-06 12:00:00,9
43,"biomechanical, berplatform, enhance, complexity, problem",2021-02-06 12:00:00,6
44,"bunisa, kersosmi, siniar, problem, gelar",2021-02-06 12:00:00,8
45,"supercapacitor, symmetric, activated, biomass, tio2nanocomposites",2021-02-06 12:00:00,3
46,"medical, health, sharpening, rsia, currently",2021-02-06 12:00:00,7
47,"financial, mileneals, circulates, sasak, old",2021-02-06 12:00:00,4
48,"static, fluid, undestanding, resitation, conceptual",2021-02-06 12:00:00,3
49,"1560, tikaf, ilahi, jalaluddin, akbar",2021-02-06 12:00:00,2
50,"koperasi, cooperative, she, meningkatan, tkro",2021-02-06 12:00:00,7
51,"oil, kooperatif, transesterification, methyl, palm",2021-02-06 12:00:00,6
52,"recommendation, similarity, svd, user, oil",2021-02-06 12:00:00,6
53,"emas, pertambangan, gold, penyuluhan, rakyat",2021-02-06 12:00:00,3
54,"algorithm, neighborhood, cvrptw, vns, gvns",2021-02-06 12:00:00,9
55,"tunarungu, deaf, dpc, android, pertuni",2021-02-06 12:00:00,7
56,"tunarungu, drill, deaf, pendingin, ladder",2021-02-06 12:00:00,8
57,"scientific, daftar, oe3c, mendeley, drill",2021-02-06 12:00:00,7
58,"angl, kalbos, science, scientific, jimo",2021-02-06 12:00:00,6
59,"polypropylene, plastic, pyrolysis, density, polyethylene",2021-02-06 12:00:00,1
60,"redfern, coats, combustion, coal, efb",2021-02-06 12:00:00,4
61,"writing, regulated, individual, verbalization, efl",2021-02-06 12:00:00,7
62,"mencatat, inskripsi, luker, partayaj, miracle",2021-02-06 12:00:00,5
63,"households, handbooks, proklim, kpm, pendemi",2021-02-06 12:00:00,4
64,"irrigation, food, pangan, central, water",2021-02-06 12:00:00,6
65,"berpeluang, intrapreneurs, memasuki, cake, pemilik",2021-02-06 12:00:00,4
66,"unbalanced, seedless, nanocolumnars, magnetron, yttria",2021-02-06 12:00:00,2
67,"mandarin, zno, chinese, nanorods, dim",2021-02-06 12:00:00,5
68,"biopharmaca, processed, appropriate, productivity, mandarin",2021-02-06 12:00:00,1
69,"disaster, threats, since, emerge, humanitarian",2021-02-06 12:00:00,3
70,"oxazin, dichlorophenyl, elucidation, 4h, benzo",2021-02-06 12:00:00,1
71,"movement, fitness, physical, motor, games",2021-02-06 12:00:00,10
72,"phosphorus, thulium, tunable, locked, nips3",2021-02-06 12:00:00,2
73,"sangkunur, angkola, ethnoecological, sumatra, north",2021-02-06 12:00:00,1
74,"autism, children, usability, autistic, forest",2021-02-06 12:00:00,10
75,"wormvit, pereda, demam, kunyit, cacing",2021-02-06 12:00:00,1
76,"religious, moderation, processes, qualitative, perspectives",2021-02-06 12:00:00,2
77,"sejarah, merdeka, historical, religious, arcil",2021-02-06 12:00:00,7
78,"mendorong, diamond, cheating, auditor, efisiensi",2021-02-06 12:00:00,2
79,"rambu, temu, perpustakaan, let, read",2021-02-06 12:00:00,3
80,"decline, aksens, encouraging, perpustakaan, ideal",2021-02-06 12:00:00,1
81,"kogntif, thinker, cc, train, ended",2021-02-06 12:00:00,2
82,"wallace, 1859, herpetofauna, bacan, decreasing",2021-02-06 12:00:00,2
83,"batik, motif, payaman, fosil, monokromatik",2021-02-06 12:00:00,5
84,"batik, formed, cold, connection, az31b",2021-02-06 12:00:00,5
85,"lakes, several, bacteria, aerob, kajhu",2021-02-06 12:00:00,5
86,"chitala, scomberomorini, belida, tenggiri, midrib",2021-02-06 12:00:00,2
87,"kewarganegaraan, silica, digital, literasi, hoaks",2021-02-06 12:00:00,8
88,"cp, boost, code, mooc, play",2021-02-06 12:00:00,1
89,"doing, social, motivasi, creators, anonymity",2021-02-06 12:00:00,7
90,"wonderful, midnight, welles, shakespearian, sepenggal",2021-02-06 12:00:00,3
92,"motion, kinematics, dimentional, graphics, straight",2021-02-06 12:00:00,3
93,"penciptaan, naturalistik, seni, lukis, understanding",2021-02-06 12:00:00,7
95,"sembilang, fishermen, tanjung, fishing, households",2021-02-06 12:00:00,2
96,"menopause, kontrasepsi, kehamilan, maternal, wanita",2021-02-06 12:00:00,7
97,"epistemically, restricted, simulations, carlo, monte",2021-02-06 12:00:00,6
98,"companie, intervensi, superior, peranan, insurance",2021-02-06 12:00:00,2
99,"balabolka, lifeskill, multimedia, resources, fitur",2021-02-06 12:00:00,4
100,"kecerdasaan, perwujudan, civic, nilai, quotient",2021-02-06 12:00:00,1
101,"lpc, coworker, preferred, least, reliability",2021-02-06 12:00:00,1
102,"minimization, delay, sugeno, projects, loss",2021-02-06 12:00:00,1
103,"pancasila, economics, discovery, values, module",2021-02-06 12:00:00,2
104,"economics, ternak, jerami, pakan, terapan",2021-02-06 12:00:00,5
105,"ethical, bayu, skak, beat, cadre",2021-02-06 12:00:00,4
106,"moral, counselor, counseling, implications, guidance",2021-02-06 12:00:00,8
107,"counseling, stir, counselor, casting, microstructure",2021-02-06 12:00:00,4
108,"daylight, dialux, evo, gkb, penghematan",2021-02-06 12:00:00,2
109,"perpindahannya, thermodynamics, penyelesaian, tutorial, kalor",2021-02-06 12:00:00,2
110,"dust, marble, filler, concrete, sustainable",2021-02-06 12:00:00,1
111,"ash, fly, agroindustri, liat, kamulan",2021-02-06 12:00:00,5
112,"herb, exoticism, persuasion, esthetic, madurese",2021-02-06 12:00:00,1
113,"clean, ring, matrices, strongly, almost",2021-02-06 12:00:00,6
114,"clean, hospital, ring, taiwan, safety",2021-02-06 12:00:00,5
115,"sensitized, dye, tio2mesoporous, sensitizers, solar",2021-02-06 12:00:00,3
116,"sensitized, dye, solar, wistar, unhidrate",2021-02-06 12:00:00,3
117,"wales, tradisi, sidorejo, ruha, meloan",2021-02-06 12:00:00,3
118,"pull, glued, rod, grain, laminated",2021-02-06 12:00:00,4
119,"bamboo, exercise, laminated, obese, bearing",2021-02-06 12:00:00,6
120,"blended, seeq, learningdengan, sisilengkungkelas, macroeconomics",2021-02-06 12:00:00,6
121,"selenization, cigs, spray, simple, coated",2021-02-06 12:00:00,1
123,"kuwu, bledug, boosting, clay, electrolysis",2021-02-06 12:00:00,2
124,"fibrillation, bacterial, freeze, cellulose, drying",2021-02-06 12:00:00,2
125,"jakarta, transportationpolicyintegration, jabodetabek, commuterline, pedestrian",2021-02-06 12:00:00,2
126,"road, oro, sampah, sapu, saburo",2021-02-06 12:00:00,5
127,"boyolangu, pilot, instalasi, technical, modules",2021-02-06 12:00:00,2
128,"pineapple, made, membrane, bacterial, nanoplatelets",2021-02-06 12:00:00,2
129,"marriage, situbondo, phenomenon, unregistered, sirri",2021-02-06 12:00:00,4
130,"modernisasi, pandemi, pengendalian, digitalisasi, pencegahan",2021-02-06 12:00:00,4
131,"topical, lipoteichoic, lta, olive, virgin",2021-02-06 12:00:00,2
132,"kit, build, concept, extension, association",2021-02-06 12:00:00,4
133,"fashion, busana, map, concept, build",2021-02-06 12:00:00,5
134,"concrete, beams, graded, fashion, strength",2021-02-06 12:00:00,4
136,"quizizz, confidence, informatics, sets, gamification",2021-02-06 12:00:00,2
137,"blindness, alien, invasive, plants, plant",2021-02-06 12:00:00,1
138,"65, diabetes, decarboxylase, immunochromatography, glutamic",2021-02-06 12:00:00,4
139,"poliklinik, civitas, akademika, pelayanan, um",2021-02-06 12:00:00,1
140,"smoking, cigarette, satisfaction, entre, tobacco",2021-02-06 12:00:00,7
141,"emotion, detection, nfc, accessing, text",2021-02-06 12:00:00,4
142,"eskalasi, sumberdem, sbi, incubator, halal",2021-02-06 12:00:00,2
143,"authentication, verifiable, integrity, halal, device",2021-02-06 12:00:00,1
144,"diagnose, isomorphic, items, force, choice",2021-02-06 12:00:00,1
145,"zurich, april, sunspot, february, flare",2021-02-06 12:00:00,1
146,"highlighting, negotiated, expanded, language, second",2021-02-06 12:00:00,3
147,"diesel, emisi, buang, gas, exhaust",2021-02-06 12:00:00,2
148,"konsumtif, rasionalitas, teman, sebaya, ekonomi",2021-02-06 12:00:00,1
149,"pangasius, djambal, lymphocyte, tooth, hfd",2021-02-06 12:00:00,2
150,"firm, profitability, disclosure, moderating, responsibility",2021-02-06 12:00:00,1
153,"ssb, muda, sepakbola, tunas, satria",2021-02-06 12:00:00,2
156,"asphalt, video, wearing, marshall, banaran",2021-02-06 12:00:00,6
157,"bicara, keterlambatan, prasekolah, gangguan, psikologis",2021-02-06 12:00:00,1
158,"ypac, slbd, terbatas, d1, tatap",2021-02-06 12:00:00,1
159,"electropolymerized, cpe, iipani, bismuth, paste",2021-02-06 12:00:00,1
160,"organization, individual, moderating, techniques, supervision",2021-02-06 12:00:00,2
161,"artikel, penyusunan, guru, se, ilmiah",2021-02-06 12:00:00,1
162,"penulisan, ilmiah, artikel, radar, kriptanalisis",2021-02-06 12:00:00,4
164,"kristen, sumba, metakognitif, komunitas, agama",2021-02-06 12:00:00,1
165,"analogy, improper, reconstruction, fraction, scaffolding",2021-02-06 12:00:00,1
166,"visitors, multivariate, series, forecasting, journal",2021-02-06 12:00:00,3
168,"podcasts, meetings, flipped, sports, effects",2021-02-06 12:00:00,1
169,"tournament, berlandaskan, alef, order, teams",2021-02-06 12:00:00,3
170,"life, curriculum, shape, order, government",2021-02-06 12:00:00,3
171,"life, nitritation, anammox, autotrophic, bioreactor",2021-02-06 12:00:00,4
172,"keripik, sanan, mikro, tempe, kecil",2021-02-06 12:00:00,2
173,"xk, importance, knowledge, contextual, technological",2021-02-06 12:00:00,1
174,"idjen, slopes, mount, determination, pedagogical",2021-02-06 12:00:00,1
175,"keramik, buatan, player, pewarnaan, pembuatan",2021-02-06 12:00:00,1
177,"macro, asuransi, profitability, komparatif, sebelum",2021-02-06 12:00:00,2
178,"comic, secondary, science, teaching, digital",2021-02-06 12:00:00,1
179,"komik, virtual, comics, comic, tensor",2021-02-06 12:00:00,5
180,"physicists, multidisiplin, metaphysical, rovelli, ahli",2021-02-06 12:00:00,3
183,"newton, webgis, geleng, foss, vernacular",2021-02-06 12:00:00,3
184,"seminary, responsibility, personal, awareness, among",2021-02-06 12:00:00,1
185,"makan, obesitas, self, sweetened, beverages",2021-02-06 12:00:00,4
187,"investment, consumption, perovskite, foreign, corruption",2021-02-06 12:00:00,2
188,"vaccination, antivirus, seqijr, quarantine, herd",2021-02-06 12:00:00,5
194,"nursing, confidence, active, innovation, silver",2021-02-06 12:00:00,1
195,"instagram, krian, jejaring, critical, aktualisasi",2021-02-06 12:00:00,2
197,"bullying, treating, counseling, finite, verbal",2021-02-06 12:00:00,2
198,"speaking, grammatical, stakeholders, partnership, bullying",2021-02-06 12:00:00,2
199,"organosulfur, suspension, sativum, allium, bioactive",2021-02-06 12:00:00,2
201,"hardiness, 8th, ngunut, superior, regular",2021-02-06 12:00:00,1
203,"links, reported, possible, turbulence, civil",2021-02-06 12:00:00,2
204,"science, fi, al, li, socio",2021-02-06 12:00:00,2
206,"030032, labour, walls, bricklaying, plastering",2021-02-06 12:00:00,3
208,"peranpustakawan, inklusi, layanan, implementasi, sosial",2021-02-06 12:00:00,1
209,"inklusi, konfigurasi, geolistrik, dipole, sebagian",2021-02-06 12:00:00,2
210,"fe2o3nanocomposite, ba0, 9ca0, 1fe12o19, planetary",2021-02-06 12:00:00,1
212,"tempursari, kependudukan, soybean, pelayanan, sipil",2021-02-06 12:00:00,2
214,"getuk, jangkang, manfaat, blending, fruits",2021-02-06 12:00:00,3
215,"colony, bee, grid, artificial, algorithm",2021-02-06 12:00:00,1
216,"listening, listen, extensive, preferences, bee",2021-02-06 12:00:00,2
217,"diagnosed, tuberculosis, household, families, listening",2021-02-06 12:00:00,1
218,"aniline, flyback, pneumonia, graphene, corncobs",2021-02-06 12:00:00,3
219,"keberagaman, chronicle, demak, toleransi, moderation",2021-02-06 12:00:00,2
221,"live, vhs, virtual, build, reality",2021-02-06 12:00:00,3
222,"patronage, inmates, emotive, rational, reducing",2021-02-06 12:00:00,1
223,"face, activeness, limited, share, pair",2021-02-06 12:00:00,1
226,"anting, kebyok, floor, thunderstorm, ethnomathematics",2021-02-06 12:00:00,1
227,"cmll, toolbox, instructors, tuning, teach",2021-02-06 12:00:00,3
228,"dengue, epidemiological, occurrence, hemorrhagic, epidemic",2021-02-06 12:00:00,2
229,"dengue, lahir, antenatal, fever, birth",2021-02-06 12:00:00,2
230,"distance, thru, desktop, mikrotik, unpacking",2021-02-06 12:00:00,3
232,"academic, resilience, college, impact, during",2021-02-06 12:00:00,1
233,"textiles, limitations, protective, medical, resources",2021-02-06 12:00:00,1
234,"polylactic, printed, dovetail, 3d, deposit",2021-02-06 12:00:00,2
235,"prevalensi, batako, apd, pabrik, kecelakaan",2021-02-06 12:00:00,1
237,"revisiting, competitiveness, programs, mangrove, global",2021-02-06 12:00:00,2
239,"final, pjbl, being, well, missing",2021-02-06 12:00:00,3
240,"dementia, mojolangu, being, well, apriori",2021-02-06 12:00:00,2
242,"edmodo, classes, engagement, attitudes, collaborative",2021-02-06 12:00:00,1
243,"ensiklopedia, flippedclassroom, pedoman, gemar, writing",2021-02-06 12:00:00,2
245,"microstrip, antenna, elevation, lhcp, patch",2021-02-06 12:00:00,2
247,"vegetation, ndvi, merauke, normalized, botanic",2021-02-06 12:00:00,2
248,"pasture, terraclimate, fitzroy, phenology, globally",2021-02-06 12:00:00,2
249,"birth, exclusive, breastfeeding, stunting, weight",2021-02-06 12:00:00,1
252,"universiti, publications, malaysia, bibliometric, teknologi",2021-02-06 12:00:00,1
256,"wax, propolis, stainless, bee, ph",2021-02-06 12:00:00,1
257,"matriks, powerpoint, interaktif, xi, matematika",2021-02-06 12:00:00,1
259,"petanque, salmon, athlete, smartphone, fitness",2021-02-06 12:00:00,2
260,"mauritiana, ziziphus, bidara, anticancer, phenolic",2021-02-06 12:00:00,1
261,"enable, pasirian, macro, powerpoint, tube",2021-02-06 12:00:00,2
262,"organik, tangga, limbah, rumah, articulate",2021-02-06 12:00:00,1
263,"pandang, cara, geometri, warna, ruang",2021-02-06 12:00:00,1
264,"boarding, behaviour, leadership, schools, optik",2021-02-06 12:00:00,1
268,"terakhir, mahdi, amanat, abdullah, spiritualitas",2021-02-06 12:00:00,1
271,"triharmonic, biharmonic, proper, hyperbolic, spaces",2021-02-06 12:00:00,1
272,"spaces, metric, homogeneous, aerobic, weighted",2021-02-06 12:00:00,5
273,"opium, karesidenan, impor, 1898, 1870",2021-02-06 12:00:00,1
275,"msme, analyze, ai, utilization, evidence",2021-02-06 12:00:00,1
277,"moodle, ppg, commognitive, lms, argumentation",2021-02-06 12:00:00,2
279,"hiv, aids, denv, cepa, bioactive",2021-02-06 12:00:00,2
280,"bermimikri, touching, broken, wing, ketika",2021-02-06 12:00:00,2
281,"expenditure, older, people, patterns, rural",2021-02-06 12:00:00,1
283,"pvt, nanofluids, mwcnt, numerical, photovoltaic",2021-02-06 12:00:00,1
284,"greater, enrolled, payment, premium, members",2021-02-06 12:00:00,1
286,"accountability, strategic, planning, perspectives, lesson",2021-02-06 12:00:00,1
288,"trigonometric, ratios, geogebra, software, topic",2021-02-06 12:00:00,1
289,"oer, geogebra, experiences, foreign, german",2021-02-06 12:00:00,1
290,"edutourism, way, creating, eco, german",2021-02-06 12:00:00,1
291,"wood, connection, animation, material, green",2021-02-06 12:00:00,1
292,"smpn, donomulyo, takraw, sepak, 12",2021-02-06 12:00:00,1
295,"scaffolds, bone, porous, applications, absorbable",2021-02-06 12:00:00,3
296,"sexual, prevention, scope, parent, abuse",2021-02-06 12:00:00,2
0,"mathematical, solving, problems, proportional, proof",2022-05-27 08:00:00,41
1,"indonesian, textbooks, communicative, mathematical, scholars",2022-05-27 08:00:00,25
2,"farm, dc, power, voltage, indonesian",2022-05-27 08:00:00,23
3,"tourism, power, economarketing, sustainable, turismo",2022-05-27 08:00:00,21
4,"chemistry, tourism, misconceptions, chemical, base",2022-05-27 08:00:00,29
5,"environmental, chemistry, b2b, vosviewer, pollution",2022-05-27 08:00:00,20
6,"ferrofluid, environmental, hyperthermia, mnfe2o4, magnetic",2022-05-27 08:00:00,20
7,"entrepreneurial, alertness, entrepreneurship, intention, intentions",2022-05-27 08:00:00,14
8,"pandemic, entrepreneurial, during, entrepreneurship, covid",2022-05-27 08:00:00,21
9,"work, synchronisation, acquire, advisory, internships",2022-05-27 08:00:00,6
10,"biology, critical, thinking, skills, google",2022-05-27 08:00:00,21
11,"biology, pancreatic, lipase, organoleptic, watermelon",2022-05-27 08:00:00,12
12,"usability, commerce, statistikakota, menengahdi, komunikasi",2022-05-27 08:00:00,2
13,"fully, inspirasi, lisan, extended, memory",2022-05-27 08:00:00,2
14,"topic, equation, android, linear, 2002",2022-05-27 08:00:00,5
15,"athletes, android, emom, amrap, aquatic",2022-05-27 08:00:00,7
16,"religious, reharmonizing, halaqah, communism, defence",2022-05-27 08:00:00,5
17,"do, teacher, profesionalism, programmes, professor",2022-05-27 08:00:00,7
18,"children, parental, bomb, ticking, scars",2022-05-27 08:00:00,5
19,"leadership, 1974, mokymo, parenting, anak",2022-05-27 08:00:00,10
